CNO4,occupation_title,cno_structured_text_es
7231,Pintores y empapeladores,"CNO occupation: 7231 Pintores y empapeladores. Definition: Los pintores y empapeladores preparan las superficies de edificios y otras es tructuras para pintarlas. Extienden sobre estas superficies capas de pintura o de otros produc- tos similares para protegerlas o decorarlas, y revisten techos y p aramentos interiores con papel de pared y otros acabados. Typical tasks: limpiar y preparar las paredes y otras superficies de los edificios para pintar las o empapelarlas; seleccionar y preparar pinturas según los colores requeridos mezclando pigmen- tos y aditivos; extender capas de pintura, barniz, y productos similares sobre las superf icies de los edificios y sobre sus ornamentos o accesorios; medir y aplicar papel de pared y otras telas sobre paredes interiores y techos; extender o rociar capas de pintura, minio, emulsión bituminosa u otra sustancia protectora similar sobre estructuras de acero de edificios, puentes, etc.; desempeñar tareas afines; supervisar a otros trabajadores en este grupo. Examples included: Pintores de edificios; Empapeladores; Pintores de decorados de teatro, cine y televisión; Pintores de bandas sobre vías urbanas y carreteras; Barnizadores excepto de productos manufacturados Related or excluded occupations: Pintores de productos manufacturados, 7232; Pintores de vehículos, 7232; Barnizadores de productos manufacturados, 7232; Pintores decorativos, 7616; 254"
7232,Pintores en las industrias manufactureras,"CNO occupation: 7232 Pintores en las industrias manufactureras. Definition: Los pintores en las industrias manufactureras preparan las superficies de pr oductos manufacturados para pintarlos y extienden sobre ellas capas de pintura, barnices y lacas con pistolas o aparatos similares para protegerlas o decorarlas. Typical tasks: aplicar pintura, barniz y capas protectoras de esmalte y laca, generalme nte con una pistola o aparato similar sobre productos manufacturados en serie de madera, metal u otros materiales; extender o rociar capas de pintura, minio, emulsión bituminosa u otra sustancia protectora similar sobre automóviles, autobuses, camiones, y otros vehículos y aplicar capas de laca y otros revestimientos protectores; desempeñar tareas afines; supervisar a otros trabajadores en este grupo. Examples included: Pintores de productos manufacturados; Barnizadores de productos manufacturados; Pintores de vehículos; Pintores-decoradores de muebles; Pintores-decoradores de juguetería Related or excluded occupations: Pintores de edificios, 7231; Empapeladores, 7231; Pintores decorativos, 7616"
7240,"Soladores, colocadores de parquet y afines","CNO occupation: 7240 Soladores, colocadores de parquet y afines. Definition: Los soladores, colocadores de parquet y afines instalan, mantienen y reparan suelos de parqué y de otros materiales. Recubren paredes y otras superficies con baldosas y azulejos para fines decorativos o para otros propósitos. Typical tasks: preparar la base para asentar parqué u otros materiales; ensamblar las piezas de moqueta, baldosas, azulejos u otros materiales y colocar- los según el dibujo o las especificaciones; preparar las paredes para revestirlas con baldosas u otros materiales con f ines decorativos u otros propósitos, como insonorización; revestir la paredes con baldosas y construir y montar entrepaños de mosai co en paredes, suelos y otras superficies; desempeñar tareas afines; supervisar a otros trabajadores. Examples included: Parqueteros; Marmolistas; 255; Soladores; Instaladores de moqueta; Pavimentadores con adoquines Related or excluded occupations: Pavimentadores a base de hormigón, 7111"
7250,Mecánicos-instaladores de refrigeración y climatización,"CNO occupation: 7250 Mecánicos-instaladores de refrigeración y climatización. Definition: Los mecánicos-instaladores de refrigeración y climatización montan, instalan, mantie- nen y reparan sistemas y aparatos de refrigeración y climatización. Typical tasks: interpretar proyectos, esquemas y otras especificaciones; montar, instalar y reparar componentes de sistemas de climatización y refr igera- ción; conectar tuberías y equipos por medio de pernos, remaches, soldaduras o abra- zaderas; probar sistemas, diagnosticar averías y realizar actividades normales de manteni- miento o reparaciones menores. Examples included: Mecánicos de sistemas de climatización; Mecánicos de sistemas de refrigeración; Calefactores Related or excluded occupations: Instaladores de tuberías de ventilación, 7221; Fontaneros e instaladores de tuberías, 7221; (excepto electricistas) y afines"
7291,Montadores de cubiertas,"CNO occupation: 7291 Montadores de cubiertas. Definition: Los montadores de cubiertas colocan y reparan las cubiertas de todo tipo de edi ficios empleando una o varias clases de materiales. Typical tasks: estudiar dibujos, especificaciones y obras para determinar los materiales ne cesa- rios; techar cubiertas de edificios con pizarra y tejas prefabricadas para cubrir tejados a dos aguas; colocar una chapa impermeable y fijar materiales metálicos o sintéticos a la arma- zón de un edificio; medir y cortar materiales de techumbre para colocarlos en esquinas y prot uberan- 256 cias como chimeneas; utilizar materiales naturales como cañizo para construir las cubiertas; montar estructuras temporales como andamios y escaleras. Examples included: Techadores con asfalto; Techadores con metal; Techadores con pizarra; Tejadores; Reparadores de tejados"
7292,Instaladores de material aislante térmico y de insonorización,"CNO occupation: 7292 Instaladores de material aislante térmico y de insonorización. Definition: Los instaladores de material aislante térmico y de insonorización instalan y repa ran material aislante en edificios, calderas, tuberías e instalaciones de refriger ación y cli- matización, e insonorizan espacios interiores. Typical tasks: cortar materiales aislantes en la forma y el tamaño adecuados; revestir con planchas y capas de material aislante o insonorizante los muros, sue- los y techos de los edificios; inyectar materiales aislantes o insonorizantes en las cavidades interiores de mu- ros, pisos y techos de edificios hasta rellenarlas, utilizando máquinas eléctricas; examinar planes, especificaciones y obras para determinar el tipo, la cal idad y la cantidad de materiales aislantes requeridos; revestir con materiales aislantes las paredes externas de instalaciones como cal- deras, tuberías y depósitos; aislar térmicamente instalaciones de refrigeración y climatización; desempeñar tareas afines; supervisar a otros trabajadores. Examples included: Instaladores de material aislante; Instaladores de material insonorizante; Instaladores de material aislante en calderas y tuberías; Instaladores de material aislante en instalaciones de refrigeración y climatización"
7293,Cristaleros,"CNO occupation: 7293 Cristaleros. Definition: Los cristaleros miden, cortan, acaban, montan e instalan cristales y espejos. Typical tasks: elegir el tipo de cristal que se utilizará, cortarlo a medida y colocarlo en ven tanas, puertas y tabiques de edificios; colocar cristales y espejos en claraboyas, escaparates, elementos de separación y techos; instalar o reponer parabrisas en vehículos o embarcaciones; crear elementos decorativos de cristal como vitrinas, escaleras, balaustr adas y 257 vidrieras de colores; desempeñar tareas afines; supervisar a otros trabajadores. Examples included: Cristaleros; Colocadores de cristales; Cristaleros de claraboyas; Instaladores de lunas y cristales en vehículos Related or excluded occupations: Pulidores de cristales, 7615; Cortadores de cristales, 7615; Biseladores de cristales, 7615"
7294,Montadores-instaladores de placas de energía solar,"CNO occupation: 7294 Montadores-instaladores de placas de energía solar. Definition: Los montadores-instaladores de placas de energía solar realizan el montaje, puesta en servicio, operación y mantenimiento de instalaciones solares térmicas y fotovoltai- cas, bien para la producción de agua caliente sanitaria, para el apoyo a sistemas de calefacción, o para la producción de ene rgía eléctrica, en caso de las instalaciones solares fotovoltaicas. Typical tasks: replantear los captadores, circuitos hidráulicos y equipos eléctricos en inst alacio- nes solares térmicas; montar captadores solares térmicos, circuitos hidráulicos y equipos eléctricos; realizar la puesta en servicio y comprobación de funcionamiento de las inst alacio- nes solares térmicas; realizar las maniobras de operación en el sistema de distribución de los ci rcuitos primarios y secundarios, accesorios y elementos de control y regul ación de la ins- talación solar térmica; realizar las operaciones de mantenimiento preventivo de las instalaciones solares térmicas; realizar el mantenimiento correctivo y reparación de componentes de las instala- ciones solares térmicas; replantear paneles e instalaciones solares fotovoltaicas y sistema de apoyo ener- gético; montar soportes, paneles y sistemas de almacenamiento/acumulación en inst ala- ciones solares fotovoltaicas; montar los circuitos y equipos eléctricos, así como grupos electrógenos con ven- cionales, sistemas eólicos de pequeña potencia y demás sistemas de apoyo en instalaciones solares fotovoltaicas; realizar la puesta en servicio y comprobación de funcionamiento de las inst alacio- nes solares fotovoltaicas; realizar. Examples included: Montadores de placas de energía solar; Montadores de instalaciones solares térmicas; Instaladores de sistemas de energía solar térmica; Reparadores-mantenedores de instalaciones solares térmicas; Montadores de instalaciones solares fotovoltaicas; Instaladores de sistemas de energía solar fotovoltaica; Operadores de instalaciones solares fotovoltaicas; Reparadores-Mantenedores de instalaciones solares fotovoltaicas Related or excluded occupations: Fontaneros, 7221"
7295,Personal de limpieza de fachadas de edificios y chimeneas,"CNO occupation: 7295 Personal de limpieza de fachadas de edificios y chimeneas. Definition: El personal de este grupo se encarga de limpiar las fachadas de edificios y otras es- tructuras, y quitar el hollín de las chimeneas. Typical tasks: limpiar los paramentos exteriores de construcciones de piedra, ladrillo, m etal o materiales similares con productos químicos o con un chorro de vapor o arena a gran presión; quitar el hollín de los conductos de humos, chimeneas y tubos de comunicación; desempeñar tareas afines; supervisar a otros trabajadores. Examples included: Deshollinadores; Limpiadores de fachadas; Limpiadores de fachadas con chorro de arena Related or excluded occupations: Limpiadores de ventanas, 9223; Limpiadores de pintadas, 9229; Limpiadores de piscinas, 9229; operadores de instalaciones y máquinas; ros, elaboradores de herramientas y afines; metálicas y trabajadores afines"
7311,Moldeadores y macheros 259,"CNO occupation: 7311 Moldeadores y macheros 259. Definition: Los moldeadores y macheros fabrican moldes y machos para colar en ellos los meta- les fundidos. Typical tasks: fabricar moldes a mano o utilizando máquinas auxiliares sobre un banco, pa ra ob- tener pequeñas piezas, o en el suelo de la fundición, o en fosas para grandes pie- zas; fabricar los machos que han de utilizarse en los moldes; limpiar y suavizar los moldes y cajas de machos, y reparar las imperfec ciones de superficie; desplazar y colocar en posición piezas de trabajo tales como secciones de moldes y patrones usando grúas, o hacer señales a otros para que las desplacen; colocar los patrones dentro de las secciones de moldes y unir éstas; cortar los canales y orificios de colada en los moldes; levantar de las secciones inferiores las secciones superiores de los moldes y reti- rar los patrones. Examples included: Moldeadores sobre banco, fundición de metales; Moldeadores en suelo y fosas; Macheros a mano Related or excluded occupations: Operadores de máquina cortadora de metales, 7323; Macheros a máquina, 7323; Operadores de máquinas para la transformación de metales, 8121"
7312,Soldadores y oxicortadores,"CNO occupation: 7312 Soldadores y oxicortadores. Definition: Los soldadores y oxicortadores sueldan y cortan piezas de metal soldán dolo y cortán- dolo, o soldándolo y fundiéndolo, con una llama de gas, un arco eléctrico u otra fuente de calor. Typical tasks: soldar piezas de metal por medio de una llama de gas, un arco eléctrico, ter mita u otro procedimiento; manejar máquinas de soldadura por resistencia eléctrica; construir y reparar depósitos de plomo, revestimientos de depósitos, tuber ías y otras piezas e instalaciones de plomo, utilizando una lámpara de soldar; soldar piezas de metal con soldadura de latón; cortar piezas de metal con una llama de gas o un arco eléctrico; soldar piezas de metal a mano con soldadura blanda; supervisar los procesos de ajuste, combustión y soldadura para evitar el s obreca- lentamiento de las piezas o el alabeo, contracción, distorsión o expan sión del ma- terial; examinar las piezas de trabajo para descubrir defectos y medirlas con o r eglas plantillas para garantizar que cumplen las especificaciones. Examples included: Cobresoldadores; 260; Oxicortadores, a mano; Soldadores, por arco eléctrico; Plomeros Related or excluded occupations: Fontaneros, 7221; Buzos, soldadores-oxicortadores, 7891; Operadores de máquina oxicortadora/metales, 7323"
7313,Chapistas y caldereros,"CNO occupation: 7313 Chapistas y caldereros. Definition: Los chapistas y caldereros fabrican, instalan y reparan piezas y elementos diver sos en chapas de acero, hierro galvanizado, aluminio, cobre, estaño, latón o cinc. Nota: Los instaladores de tejados metálicos se clasifican en el grupo primario 7291, Montadores de cubiertas. Los instaladores de tuberías se clasifican en el 7221, Fon- taneros. Sin embargo, aquellos trabajadores que construyen productos a partir de planchas de metal para su posterior instalación y adaptación por parte de los monta- dores de cubiertas y de los fontaneros serán clasificados en este grupo primario junto con los chapistas y caldereros. Typical tasks: trazar en la chapa metálica las señales que servirán para cortarla y darle forma; fabricar y reparar utensilios de uso doméstico y otros objetos de estaño, c obre y aleaciones ligeras, así como piezas y accesorios de decoración; fabricar y reparar calderas, depósitos, cubas y otros recipientes semejantes; montar y reparar las piezas de chapa metálica de vehículos y aeronaves; convertir los planos en dibujos de taller que deban seguirse en la construcción y montaje de productos de chapa metálica; determinar los requisitos de los proyectos, incluidos su alcance, secuen cias de montaje y métodos y materiales necesarios, a partir de planos, di bujos de taller e instrucciones orales o escritas; inspeccionar la calidad de los productos y su instalación para garantizar que se cumplen las especificaciones. Examples included: Chapistas, automóviles; Chapistas, aviones; Caldereros Related or excluded occupations: Soldadores con soplete, 7312; Operadores de máquinas-herramienta, 7323"
7314,Montadores de estructuras metálicas,"CNO occupation: 7314 Montadores de estructuras metálicas. Definition: Los montadores de estructuras metálicas preparan, montan y desmontan las armazo- nes metálicas de edificios y otras estructuras. 261 Typical tasks: trazar en las piezas de metal las señales que han de servir de guía para cor tarlas, taladrarlas y darlas forma con vistas a su utilización en la construcción de edifi- cios, buques y otras estructuras; taladrar, cortar y dar forma en un taller a las piezas de acero de las estruct uras y armazones; montar los elementos de las estructuras metálicas de edificios, puentes y otras construcciones; ensamblar y montar las armazones y demás elementos metálicos de los buques; preparar y ajustar las planchas de acero del blindaje de los buques en construc- ción o reparación; remachar a mano, a máquina o con un martillo neumático elementos metálicos; desempeñar tareas afines; supervisar a otros trabajadores. Examples included: Montadores de estructuras metálicas; Trazadores de estructuras metálicas; Remachadores de elementos metálicos; Armadores de blindaje de buques Related or excluded occupations: Montadores de cerramientos metálicos, 7132; Montadores de andamios, 7199; Instaladores de funiculares y teleféricos, 7315"
7315,Montadores de estructuras cableadas y empalmadores de cables,"CNO occupation: 7315 Montadores de estructuras cableadas y empalmadores de cables. Definition: Los montadores de estructuras cableadas y empalmadores de cables montan diver- sos aparejos para mover y posicionar equipos y componentes estructurales. Asimis- mo, instalan y conservan en buen estado los cables, cabos, cuerdas y alambres en obras en construcción, edificios y otras estructuras. Typical tasks: estimar el tamaño, la forma y el peso de los objetos que habrá que mover y decidir el tipo de aparatos necesarios para moverlos; instalar y reparar cables, cabos, cuerdas, alambres, poleas y otros aparejos; unir y reparar cables, cabos y alambres y sujetarlos a los dispositivos de fijación; trabajar, como parte de un equipo, en el montaje y reparación de torres de perfo- ración de pozos de agua, gas y petróleo; instalar decorados de espectáculos y equipos de iluminación en escenarios que precisen la instalación y el mantenimiento de torres de comunicación, cablevías, funiculares, teleféricos e infraestructuras similares; desempeñar tareas afines; supervisar a otros trabajadores. Examples included: Montadores-instaladores de cables, cuerdas y/o poleas; Montadores-instaladores de aparatos de elevación; Montadores-instaladores de ascensores; 262; Instaladores de pozos y equipos de perforación de petróleo y gas; Instaladores de funiculares y teleféricos Related or excluded occupations: Operadores de máquinas empalmadoras de cabos y cables, 8199; Operadores de grúas, de aparatos elevadores y afines, 8332"
7321,Herreros y forjadores,"CNO occupation: 7321 Herreros y forjadores. Definition: Los herreros y forjadores forjan y curvan barras, varillas, lingotes y cha pas de hierro, acero u otro metal, y trefilan alambre para fabricar y reparar diversas cl ases de he- rramientas, objetos, piezas metálicas, aperos de labranza y otros artículos. Typical tasks: calentar el metal en la fragua y fabricar y reparar objetos estirando, curvan do y cortando el metal, golpeándolo sobre el yunque, taladrando, cortando y soldando las piezas, y dándoles temple o recocido; dar forma en la forja al metal caliente utilizando un martillo mecánico provi sto de estampas; manejar un martillo pilón provisto de matrices o estampas para forjar piezas de metal; manejar una prensa mecánica provista de matrices o estampas, para forjar piezas de metal; trefilar alambre; interpretar los pedidos de trabajo o los planos para determinar las tolera ncias es- pecificadas y las secuencias de operaciones para la preparación de los aparatos; medir e inspeccionar las piezas para garantizar que cumplen las especificaciones. Examples included: Herreros forjadores; Rebabadores de forja; Forjadores manual; Estampadores en prensa; Forjadores, martillo pilón; Herradores Related or excluded occupations: Operadores de máquina, moldeadora/metales, 8121; Operadores de máquinas-herramienta, 7323"
7322,"Trabajadores de la fabricación de herramientas, mecánicoajustadores, modelistas, matriceros y afines","CNO occupation: 7322 Trabajadores de la fabricación de herramientas, mecánicoajustadores, modelistas, matriceros y afines. Definition: Los herramentistas y afines fabrican y reparan herramientas a medidas y espe ciales, armas de uso deportivo, cerraduras, modelos, matrices y otras piezas de motores o 263 máquinas, utilizando herramientas manuales y mecánicas para traba jar el metal con precisión. Typical tasks: leer e interpretar los dibujos de taller y especificaciones de herramientas, matrices, prototipos o modelos; preparar plantillas y croquis y determinar los procesos de trabajo; visualizar y calcular las dimensiones, tamaños, formas y tolerancias de los monta- jes basándose en las especificaciones; colocar, sujetar y medir los trozos de metal para disponer el mecanizado; ajustar, manejar y mantener máquinas herramientas convencionales o de control numérico para cortar, tornear, aplanar, taladrar, perforar, pulir o dar forma de cualquier otro modo a las piezas de trabajo a fin de conseguir las dimensiones y el acabado establecidos; ajustar y ensamblar las diferentes piezas para fabricar y reparar mandriles, acce- sorios y calibradores; reparar y modificar armas de uso deportivo y otras armas ligeras; fabricar, ajustar, montar, reparar e instalar piezas de cerraduras y cerraduras; construir y reparar los patrones en metal que han de servir para la fabric ación de moldes de fundición; señalar en el trozo de metal las líneas y puntos de referencia que deben ser vir de guía a los trabajadores encargados de cortar, tornear, fresar, pulir y trabajar en otras formas el metal; verificar que. Examples included: Matriceros; Armeros; Cerrajeros; Modelistas; Herramentistas Related or excluded occupations: Operadores de máquinas-herramienta, 7323"
7323,Ajustadores y operadores de máquinas-herramienta,"CNO occupation: 7323 Ajustadores y operadores de máquinas-herramienta. Definition: Los ajustadores y operadores de máquinas -herramienta regulan y manejan di stintas máquinas herramientas que trabajan con precisión. Typical tasks: regular una o diversas clases de máquinas herramientas para la fabric ación de piezas de metal en series estandarizadas; regular y manejar un tipo determinado de máquina herramienta (por ejem plo, torno automático, fresadora, cepilladora, mandriladora, taladr adora o rectificado- ra), inclusive con control numérico; ejecutar tareas similares para mecanizar materias plásticas y otros sucedá neos del metal; 264 observar el funcionamiento de las máquinas para descubrir defectos en las piezas de trabajo o disfunciones de las propias máquinas, regulándolas en lo que sea necesario; inspeccionar las piezas de trabajo para descubrir defectos y medirlas para deter- minar la precisión de las máquinas en las que se han mecanizado, usando reglas, plantillas u otros instrumentos de medida; cambiar los accesorios de las máquinas que se hayan desgastado, como las he- rramientas y escobillas, usando herramientas manuales. Examples included: Operadores de mandriladora; Reguladores de máquinas herramientas; Operadores de máquinas herramientas; Operadores-regulador de máquinas herramientas; Torneros de piezas de metal; Operadores de máquinas de fabricación de remaches"
7324,Pulidores de metales y afiladores de herramientas,"CNO occupation: 7324 Pulidores de metales y afiladores de herramientas. Definition: Los pulidores de metales y afiladores de herramientas pulen y bruñen superf icies de metal y afilan herramientas. Typical tasks: manejar máquinas fijas o portátiles para pulir y bruñir metales; afilar herramientas e instrumentos cortantes con muela o con máquina amoladora; reparar, triscar y afilar sierras y los dientes metálicos de los cilindros de las car- das; reavivar las muelas de acuerdo con las especificaciones; supervisar el funcionamiento de las máquinas para determinar si se neces itan ajustes y pararlas si se producen problemas; inspeccionar, palpar y medir las piezas de trabajo para garantizar que sus s uperfi- cies y dimensiones cumplen las especificaciones; seleccionar las muelas y montarlas en las máquinas, de acuerdo con las especifi- caciones, usando herramientas manuales y aplicando los conocimien tos sobre abrasivos y procedimientos de amolado. Examples included: Bruñidores de metales; Afiladores de herramientas; Pulidores de metales; Afiladores de cuchillería Related or excluded occupations: Operadores de máquinas bruñidoras de metales, 8122; Operadores de máquinas pulidoras de metales, 8122; 265"
7401,Mecánicos y ajustadores de vehículos de motor,"CNO occupation: 7401 Mecánicos y ajustadores de vehículos de motor. Definition: Los mecánicos y ajustadores de vehículos de motor ajustan, instalan, manti enen y reparan motores y la parte mecánica y equipos afines de motocicletas, automóviles de turismo, furgonetas y otros vehículos de motor. Typical tasks: descubrir y diagnosticar averías en los motores y piezas; ajustar, examinar, probar y mantener los motores de vehículos y motocicletas; sustituir el motor o partes de éste; instalar, examinar, ajustar, desmontar, reconstruir y sustituir las piezas m ecánicas defectuosas de los vehículos de motor; montar y ajustar el motor, los frenos, la dirección y otras partes mecáni cas de vehículos de motor; instalar, ajustar, mantener y reparar los componentes de mecatrónica de los vehículos de motor; prestar servicios de mantenimiento programado, como los de cambio de aceite, lubricación y puesta a punto, para conseguir un mejor funciona miento de los vehículos y garantizar el cumplimiento de la normativa sobre contaminación; volver a montar los motores y piezas una vez reparados. Examples included: Mecánicos ajustadores de sistemas de frenado de automóviles; Mecánicos de motores diesel (transporte por carretera); Ajustadores de motores (vehículos de motor); Mecánicos de motocicletas; Mecánicos reparadores de vehículos de motor Related or excluded occupations: Reparadores de bicicletas, 7405; Ensambladores de motores de vehículos, 8201"
7402,Mecánicos y ajustadores de motores de avión,"CNO occupation: 7402 Mecánicos y ajustadores de motores de avión. Definition: Los mecánicos y ajustadores de motores de avión ajustan, mantienen, reparan y revi- san motores de avión y conjuntos como fuselajes y sistemas hidráulicos y neumáticos. Typical tasks: ajustar, examinar, probar y mantener motores de avión; sustituir el motor o partes de éste; examinar e inspeccionar fuselajes y componentes de los aviones, como tr enes de aterrizaje, sistemas hidráulicos y dispositivos antihielo, para descubrir desgastes, grietas fugas u otros problemas; mantener, reparar, revisar, modificar y probar fuselajes y sistemas mecáni cos e hidráulicos de aviones; leer e interpretar los manuales, boletines de servicio y otras especificaci ones para determinar la viabilidad y el método adecuado para la reparación o sus titución de los componentes averiados o dañados; 266 mantener, reparar y reacondicionar estructuras, componentes funcionales y partes como las alas y el fuselaje, las unidades hidráulicas, sistemas de ox ígeno, siste- mas de combustible, sistemas eléctricos y juntas de aviones; inspeccionar los trabajos terminados para certificar que el mantenimiento cumple las normas y el avión está listo para funcionamiento; mantener diarios de reparaciones y documentar todas las tareas de mant enimien- to preventivo y correctivo; instalar y probar componentes, conjuntos y sistemas eléctricos y electróni cos en aviones; conectar los componentes con. Examples included: Mecánicos de motores de avión; Técnicos de mantenimiento de aviones (fuselaje); Técnicos de mantenimiento de aviones (motores); Supervisores de mantenimiento de aviones; Mecánicos de aviación; Mecánicos de helicópteros; Mecánicos de motores a reacción; Mecánicos de componentes de motores de reacción Related or excluded occupations: Técnicos de mantenimiento de aeronaves (aviónica), 7531; Técnicos de aviónica, 7531; Ensambladores de motores de avión, 8201"
7403,Mecánicos y ajustadores de maquinaria agrícola e industrial,"CNO occupation: 7403 Mecánicos y ajustadores de maquinaria agrícola e industrial. Definition: Los mecánicos y ajustadores de maquinaria agrícola e industrial ajustan, inst alan, re- visan, acondicionan y reparan motores, maquinaria agrícola e industrial y otros equi- pos mecánicos, excepto motores de automóv iles y aviones, motores eléctricos, ma- quinaria naval y ferroviaria. Typical tasks: ajustar, instalar, revisar, acondicionar y reparar motores y máquinas agríc olas e industriales; engrasar y aceitar motores fijos y maquinaria agrícola e industrial; revisar y probar maquinaria y equipos mecánicos nuevos, agrícola e industrial, para cerciorarse de que cumplen las normas y prescripciones; desmontar maquinaria y equipos, agrícolas e industriales, para retirar piezas o hacer reparaciones; examinar sus piezas para descubrir defectos como fugas y desgaste excesivo; manejar la maquinaria y equipos reparados para verificar que las reparaci ones han sido adecuadas; registrar las reparaciones y el mantenimiento realizados. Examples included: Mecánicos de máquinas de construcción; 267; Reparadores de maquinaria de construcción; Reparadores de maquinaria agrícola; Mecánicos de máquinas de minería; Reparadores de máquinas de minería; Mecánicos de máquinas fijas; Reparadores de máquinas fijas Related or excluded occupations: Mecánicos y ajustadores de vehículos de motor, 7401; Mecánicos de maquinaria ferroviaria, 7404; Mecánicos navales, 7404; Mecánicos electricistas, 7521; Ensambladores de maquinaria mecánica, 8201; Mecánicos de equipos de aire acondicionado, 7250"
7404,Mecánicos y ajustadores de maquinaria naval y ferroviaria,"CNO occupation: 7404 Mecánicos y ajustadores de maquinaria naval y ferroviaria. Definition: Los mecánicos y ajustadores de maquinaria naval y ferroviaria ajustan, instalan, revi- san, acondicionan y reparan motores, equipos mecánicos y maquinaria na val y ferro- viaria. Typical tasks: ajustar, instalar, revisar, acondicionar y reparar motores, maquinaria y equi pos mecánicos en barcos y trenes; engrasar y aceitar motores fijos y maquinaria naval y ferroviaria; revisar y probar maquinaria y equipos mecánicos nuevos de barcos y trenes para cerciorarse de que cumplen las normas y prescripciones; desmontar maquinaria y equipos para retirar piezas o hacer reparaciones; examinar sus piezas para descubrir defectos como fugas y desgaste excesivo; manejar la maquinaria y equipos reparados para verificar que las reparaci ones han sido adecuadas; registrar las reparaciones y el mantenimiento realizados. Examples included: Mecánicos de motores de tren; Reparadores de motores de tren; Reparadores de motores de barco Related or excluded occupations: Mecánicos electricistas, 7521; Ensambladores de maquinaria mecánica, 8201"
7405,Reparadores de bicicletas y afines,"CNO occupation: 7405 Reparadores de bicicletas y afines. Definition: Los reparadores de bicicletas y afines ajustan, mantienen, acondicionan y repa ran los equipos mecánicos y afines de bicicletas, carritos de dos rue das tirados por un hom- bre, cochecitos de niño, sillas de ruedas y medios de transporte no mecanizados simi- lares. 268 Typical tasks: revisar, acondicionar y reparar bicicletas y otros medios de transporte no motori- zados; limpiar y lubricar los cojinetes y otras piezas móviles; sustituir y reparar los componentes y accesorios, como frenos, cambios, c adenas, ruedas y manillares; cambiar los neumáticos y controlar la presión del aire; pintar a pistola los bastidores; ensamblar bicicletas, sillas de ruedas y equipos similares no motorizados nuevos. Examples included: Mecánicos de bicicletas; Reparadores de bicicletas; Reparadores de cochecitos de niño; Reparadores de sillas de ruedas Related or excluded occupations: Reparadores de ciclomotores, 7401; Mecánicos de carritos de tres ruedas motorizados, 7401"
7510,Electricistas de la construcción y afines,"CNO occupation: 7510 Electricistas de la construcción y afines. Definition: Los electricistas de la construcción y afines instalan, montan y reparan sistemas de cableado eléctrico y equipos y accesorios afines. Typical tasks: montar, mantener y reparar sistemas de cableado y equipo auxiliar en diver sos edificios, como escuelas, hospitales, establecimientos comerciales, v iviendas y otras estructuras; examinar los planos, diagramas de circuito y especificaciones para determ inar las secuencias y métodos de actuación; planificar el trazado y la instalación de sistemas de cableado, equipos y apa ratos eléctricos basándose en las especificaciones de trabajo y en las normas aplica- bles; inspeccionar sistemas, equipos y componentes eléctricos para descubrir riesgos o defectos y la necesidad de ajuste o reparación; seleccionar, cortar y conectar alambres y cables a terminales y conectores; medir y trazar puntos de referencia en las instalaciones; colocar e instalar cuadros de distribución eléctricos; comprobar la continuidad de los circuitos. Examples included: Electricistas; Electricistas reparadores de la construcción; Electricistas en escenario o plató; 269 Related or excluded occupations: Mecánicos de vehículos de motor, 7401; Mecánicos-electricista, 7521; Instaladores de líneas eléctricas, 7522"
7521,Mecánicos y reparadores de equipos eléctricos,"CNO occupation: 7521 Mecánicos y reparadores de equipos eléctricos. Definition: Los mecánicos y reparadores de equipos eléctricos ajustan, regulan, instalan y repa- ran máquinas eléctricas y otros aparatos y equipos eléctricos en edif icios, fábricas, talleres y otros lugares donde se utilizan. Typical tasks: ajustar, regular y reparar diversas clases de máquinas y motores eléctr icos, gene- radores, dispositivos de distribución y control, instrumentos eléctricos o partes eléctricas de ascensores y equipos conexos; ajustar, regular y reparar partes eléctricas de aparatos de uso doméstico y de má- quinas industriales o de otro género; revisar y probar los productos eléctricos fabricados; instalar, probar, conectar, poner en servicio, mantener y modificar equipos eléctri- cos y sistemas de cableado y de control; diseñar, instalar, mantener, atender y reparar ascensores y montacargas eléctri- cos e hidráulicos, escaleras mecánicas, aceras rodantes y otros equipos de eleva- ción; conectar sistemas eléctricos a la alimentación eléctrica; sustituir y reparar piezas defectuosas. Examples included: Bobinadores; Ajustadores-electricistas de dinamos; Mecánicos-electricista; Mecánicos de ascensores; Mecánicos electricistas de aparatos electrodomésticos Related or excluded occupations: Mecánicos en electrónica, 7531; Ensambladores de equipos eléctricos, 8202"
